Story ID,Increment,Title,UserStory,Business Value,Acceptance Criteria,Feature,Feedback on Uss,
US-Config-01,Increment-1,Support Airline-specific Origins,I want the system to support a list of origins marked by the airline,So that I can offer customers flights from various starting points,"If the airline marks a list of origins, then the system must support this list when providing origin options to the user.

If an administrator configures origins  via the admin interface, then the system must reflect these changes in the user interface.

If an agent selects an origin and destination for OW (One Way) or RT (Round Trip) itineraries, then the system must ensure these are different locations.

• Can be determined whether its of location type ""Airport"" or ""City""
• The Locations in the autosuggest are presented in the following format:
<city> - <airport> (<airport code>),<state>, <country> ",F1.1 - SC_F2_1//Search Criteria_Offer Search,"AY 14OCT: Who is the admin and do we AY get the Admin UI interface?
For drop1, would we get only a set of O&Ds ? Would it be limited to Finnair O&Ds?

TCS 28Oct: Yes. AY will get admin access, and it is restricted based on job role.
Yes only support Finnair O&D.

AY24NOV. In ref to O&D. Please clarify the ""only support Finnair O&D""; only Finnair destinations or only the fares that has been filed?
TCS07DEC: O&D configuration in admin UI based on Finnair's provided list. Admin UI's autocomplete list for origin and destination fields will display all locations provided by the airline, regardless of current flight routes, and the offer management system will determine if an offer is available.",
US-Config-02,Increment-1,Support Airline-specific Destinations,I want the system to support a list of destinations marked by the airline,So that I can offer customers flights to destinations marked by the airline,"If the airline marks a list of destinations, then the system must support this list when providing origin options to the user.

If an administrator configures destinations via the admin interface, then the system must reflect these changes in the user interface.

If an agent selects an origin and destination for OW (One Way) or RT (Round Trip) itineraries, then the system must ensure these are different locations.

• Can be determined whether its of location type ""Airport"" or ""City""
• The Locations in the autosuggest are presented in the following format:
<city> - <airport> (<airport code>),<state>, <country> ",F1.1 - SC_F2_1//Search Criteria_Offer Search,"AY 14OCT: Who is the admin and do we AY get the Admin UI interface?
For drop1, would we get only a set of O&Ds ? Would it be limited to Finnair O&Ds?

TCS 28Oct: Yes, AY will get admin access, and it is restricted based on job role.
Yes, Only support Finnair O&D.

AY24NOV. In ref to O&D. Please clarify the ""only support Finnair O&D""; only Finnair destinations or only the fares that has been filed? As an example; HEL-SYD.

TCS07DEC: O&D configuration in admin UI based on Finnair's provided list.Admin UI's autocomplete list for origin and destination fields will display all locations provided by the airline, regardless of current flight routes, and the offer management system will determine if an offer is available.",
US-Config-03,Increment-1,Support Airline-specific Cabin Types,"I want the system to support search for all cabin classes marketed by the airline
- Agent can apply Cabin filters on customer request",so that I can offer customers a range of seating or cabin options,"• The system must support search for one or all cabin classes.
Cabin classes must be configurable via the admin interface",F1.1 - SC_F2_1//Search Criteria_Offer Search,"AY 14OCT: Same as above for the Admin role and UI

TCS 28Oct: Yes, AY will get admin access, and it is restricted based on job role.",
US-Config-04,Increment-1,Support Airline-specific Fare Families per Cabin Types,I want the system to support configuration of Fare Familes per cabin classes marketed by the airline,So that agent can choose the fare family that best fits customer needs and budget,,F1.1 - SC_F2_1//Search Criteria_Offer Search,"AY 14OCT: Are there filters for Fare Family?

TCS28Oct: Yes, We have filter for fare families.",
US-Config-05,Increment-1,Support Airline-specific Trip Types,"I want the system to support a list of Trip types marked by the airline
- Agent can apply configured Trip types based on the customer request",So that agent can choose the trip type based on customer needs,"Iteration 1: Supported Trip Type is One way (OW) & Return (RT)
OW - 1 set of flight & Return date field is hidden or disabled 
RT - 2 sets of flight Outbound & Inbound. Return date is must",F1.1 - SC_F2_1//Search Criteria_Offer Search,AY 14OCT: OK,
US-Config-06,Backlog,Support Airline-specific Point of Sale (PoS)/ Market,"I want the system to support a list of Market/ PoS marked by the airline

I want the system to retrieve allowed origins and destinations based on the Point of Sale (POS)/ market",So that I can offer customers flights from their preferred Market/ Country,"• The system must retrieve allowed origins and destinations based on the POS.
• The system must have the capability to exclude certain Origins and Destinations for a PoS.",F1.1 - SC_F2_1//Search Criteria_Offer Search,"AY 14OCT: In PSS for office IDs we do have different currencies and different fare types. But O&Ds are not limited to any PoS.
On selecting a particualar PoS, during SmartBridge out, would the reconstructed PNRs be created in the Office ID dedicated to the PoS?

TCS28Oct: Need to check with 1A.
PoS is decided at login based on Oiffice Id, the agent uses.
1A: Ashwin will check and confirm

1A09NOV: Office Id Override can be passed in the JWT Authorization Header sent in every request. Presently, the currency will depend on the Origin City. But, it will be changed to Office Id, as that will be needed for Business Continuity (Ticketing after Payment). After reconstruction, it will be created in the Office id passed in the flow.

AY24NOV: AY assumption is that the final solution will be based on Office ID (not the origin city).
TCS07DEC: Ashwin need to respond.
TCS&1A: Ashwin check & Response.
1A13JAN: Final Solution will be based on Office Id. ",
US-Config-07,Increment-1,Support Airline-specific CFF,"I want the system to support a list of CFF marked by the airline
- Agent can apply CFF configured in the system during search",So that relavant CFFs are returned based on the market/ PoS or PoC,"Airline can configure list of CFFs per PoS/ Market

If an agent selects an Origin or PoS/ Market for any Trip Type, then the sytem has to provide the list of CFFs for the agent to select",F1.1 - SC_F2_1//Search Criteria_Offer Search,"AY 14OCT: Agents should not be selecting the CFF. The Fare family should be mapped to CFF. When agent selects a particualr Fare Family, the corresponding CFF should be selected automatically.
We believe that Admin UI should have the mapping capability.

TCS28Oct: Yes, Admin console have these capabilities. Need to discuss more on it.

1A& TCS: Savitha needs to plan demo to show AY how mapping will be done.

AY 24NOV. Demo to clarify the planned process.
TCS 7DEC: Savitha need to plan demo with AY. 
TCS 25 Feb : AY demo planned on 27 Feb 2026",
US-Config-08,Increment-1,Support Airline-specific Frequent Flyer Program,"I want the system to support a list of Frequent Flyer Program needed by the airline
- Agent can choose a configured Frequent Flyer Program on the customer preference/ request",so that I can offer customers a range of FFPs,"Support Frequent flyer program selection 
",F1.1 - SC_F2_1//Search Criteria_Offer Search,"AY 14OCT: Is the list of FFPs mean only select the tier name? The UI should allow Agents to input the Frequent flyer number. 
Also Agents should be able to select other airlines FFPs.

TCS 28Oct: Frequent flyer program  will be available  based on configuration and agent can enter FFN manually.
Yes, agent can select partner airlines FFPs if configured.

AY24NOV: Is the configuration managed by airlines in Admin UI?
TCS 7DEC: Yes, configuration can be managed by airlines using Admin UI. Savitha will show in demo.
TCS 25 Feb : AY demo planned on 27 Feb 2026
",
US-Config-09,Increment-1,Support Airline-specific Language,"I want the system to support a list of Languages needed by the airline
- Agent can choose a language configured in the system",So that agent can choose a language the agent & customer understands,"Support language selection 
Available languages - EN, …
All labels, error message and dynamic content adapt based on the selected language",F1.1 - SC_F2_1//Search Criteria_Offer Search,"AY 14OCT: Currently agents refer the Amadeus Service Hub if they face any error. Would it affect the troubleshooting by Agent when they encounter error messages?

TCS 28Oct:  Agent need to check product manual and process documents to validate error message but need to recheck with 1A.
1A: Ashwin will share error documents
1A 09NOV: Ashwin will share error documents shortly. 
1A:AD:20NOV:Error messages shared in SharePoint. Link emailed.

AY24NOV: Finnair need to is to have Agent UI only in English, including error messages. 
TCS 7DEC: Noted and aligned.",
US-Config-10,Increment-1,Support Airline-specific Currency,"I want the system to handle searches based on currency
- Agent can choose a configured currency based on the customer request",So that I can offer customers flight prices in their preferred currency,"• The system must accept currency parameters in the shopping request.
• The system must return flight prices in the specified currency
Supported Currency: EUR, USD, …
 - Currency  changes update prices dynamically across the shopping flow",F1.1 - SC_F2_1//Search Criteria_Offer Search,"AY 14OCT: Currently PoS determines the currency in which the PNR will be ticketed. So when changing currency in the shopping flow, will it change the PoS?

TCS 28Oct: Currency will reflect based on PoS. Change in currency will not change the PoS.

AY24NOV: If there is a discrepancy between PoS and currency, would that not cause an error in ticketing (single-currency offices)?
TCS07DEC:Currency changes are not supported in the current UI, and office ID determines the point of sale and associated currency automatically through the API.",
US-Config-11,Increment-1,Support Airline-specific Operating Carriers,"I want the system to support a list of Operating Carrier needed by the airline
- Agent can filter flights based on the operating carrier",So that agent can choose flights operated by airlines customer prefer,"The system allows filtering search results based on the Operating Carrier
Increment 1: Only Finnair Marketed & Operated flights",F1.1 - SC_F2_1//Search Criteria_Offer Search,"AY 14OCT: Filter based on OneWorld alliance should be available for Agents.
Will there be option to select multiple Carriers (for example, Joint Business - AJB)

TCS 28Oct: Currently, filtering is not supported it will consider in future.But we will show the results of partner airlines based on Nevio API response.

AY 25.11NOV Please clarify further the (with demo or somehow). Currently the usecase and options available is not clear for us. 

TCS07DEC: Need to introduce a filter to see to choose  only flight or particular operating carrier.
TCS 25 Feb : Added to backlog.",
US-Config-12,Increment-1,Support Airline-specific Shopping Types,I want the system to support a list of Shopping Types needed by the airline,So that agent can book flights tailored to the customer request,"Airline can configure possible Shopping types - Revenue, Group, Staff, Corporate,...",F1.1 - SC_F2_1//Search Criteria_Offer Search,"AY 14OCT: Would there be option to input the corporate codes / group discount code / staff code, etc?

TCS 28Oct: No. Currently, we have options to input the PTC discount code & Promo code only in UI and these are configurable.

AY 25.11. Usage of corporate and promo codes are very important use cases of for this scenario should be included in the UI capabilities.
TCS07DEC: Currently, UI supported promo codes & discount codes. Need to check with Ashwin if corporate codes we can support.
12Dec: Ashwin confirmed corporate codes supported by API. Corporate codes we need to check internally with design team. Group & staff booking are not part of drop1&2.
TCS 25 Feb: Corporate code support in service center UI is out of scope for Drop 1 & 2.",
US-Config-13,Increment-1,Support Airline-specific Passenger Type codes with Age range,"I want the system to support a list of Passenger Types (PTC) with Age definition marked by the airline
- Agent can select configured/ apply different PTCs in the search
- System can validate PTC age in the Passenger Information section","So that system applies correct fare, taxes and rules based on PTC and age","If the airline marks a list of PTCs with configured age definitions, then the system must support this list when providing Passenger Types options to the user.

The system must ensure to validate the age of the PTC based on the Date of the Birth input in the Passenger details.

Iteration 1: Supported PTCs are ADT, CHD, INF
Age range can be overrideable per Airline
PTC age range is configurable.",F1.1 - SC_F2_1//Search Criteria_Offer Search,"AY 14OCT: OK
AY 20OCT Pls confirm that next iteration contains all PTCs in use. Pls clarify the process to override age range.

TCS 28Oct: PTC age range is configurable. In intial drop we are handling only adult child and infant. For other PTC need to check with 1A.
1A:For other PTC Ashwin will check and confirm.

1A 09NOV: PTCs presently supported are ADT, CHD, INF, INS, B15(UK Mandate), C15

AY25.11. OK (and removing out  previous comment of ability to override age range ).  Pls clarify B15. We use C15 for UK mandate (= decreased taxes)
TCS07DEC: Its similar to B15 taxes where GB taxes are exempted for C15 PTC.",
US-Config-14,Increment-1,Support Airline-specific Passenger Type code with Discount Code,"I want the system to support a list of Discount codes per Passenger Types (PTC) defined by the airline
- Agent can apply configured Discount code for a PTC during search
- additionally can validate Discount code of PTC",So that special fares  can be applies during search,"If the airline configure list of Discount codes per PTC, then the system must support this discount codes for the respective Passenger Types to the user.

The system must ensure to validate the Discount Code of the PTC based on the configurations

Iteration 1: Supported PTCs are ADT, CHD, INF
Discount codes: MIL,...",F1.1 - SC_F2_1//Search Criteria_Offer Search,"AY 20OCT Pls confirm that next iteration contains all PTCs in use.

TCS 28Oct:  In intial drop we are handling only adult child and infant. For other PTC need to check with 1A.
1A:For other PTC Ashwin will check and confirm.

1A 09NOV: PTCs presently supported are ADT, CHD, INF, INS, B15(UK Mandate), C15

AY 25.11 How to manage e.g. SEA prices. 
TCS07DEC: Ashwin need to check.
TCS&1A12Dec: Ashwin will check and confirm.
1A 19JAN: SEA will be priced as ADT. ",
US-Config-15,Increment-1,"Support Airline-specific
No of Passengers count",I want the system to support Search Offer requests for up to configured number of passengers ,So that system validates maximum allowed count of PTC,"If the Airline configures the maximum number of Passenger based on PTC & combinability of other PTCs, then the system must support providing the number the PTCs to the user.

If the number of passengers is entered in the search request exceed the count (more than configuration), then the system must return an error

Note: Configurable should be flexible to support multiple PTCs
The system should limit the count of passenger as per business rules (Refer BR001 & BR004)",F1.1 - SC_F2_1//Search Criteria_Offer Search,"AY 20OCT Instead of displaying the error, could the system inhibit entering the number that is too big .
AY additional comment: check the BR001/BR004)

TCS 28Oct: System will restrict agent from going beyond configured number of passenger count.

AY 25.11. OK, if the reasoning of the restriction is clearly stated.",
US-Search-01,Increment-1,Flight Search - 1 or more ADT PTCs,I want the system to search flight offers for 1 or more ADT passenger types ,so that I can return accurate and complete offers for adult/ ADT passenger(s),"If the Agent selects 1 or more Passenger Type, then the system must create and price offers for each PTC according to airline-configured age definitions

If an infant passenger (INF) is included, then the system must ensure the infant is associated with an adult (ADT).",F1.1 - SC_F2_1//Search Criteria_Offer Search,"AY 20OCT: ok. With the assumption that all PTCs in use will be covered in next increment

",
US-Search-02,Increment-1,Flight Search - 1 or more ADT and CHD PTCs,I want the system to create and search offers for 1 or more ADT along with Child (CHD) passengers,so that I can return accurate and complete offers for adult/ ADT & CHD passenger(s),,F1.1 - SC_F2_1//Search Criteria_Offer Search,AY 20OCT: ok. With the assumption that all PTCs in use will be covered in next increment,
US-Search-03,Increment-1,Flight Search - 1 or more ADT and INF PTCs,I want the system to create and search offers for 1 or more ADT along with Infant (INF) passengers,so that I can return accurate and complete offers for adult/ ADT & INF passenger(s),,F1.1 - SC_F2_1//Search Criteria_Offer Search,"AY 20OCT: ok. With the assumption that all PTCs in use will be covered in next increment

",
US-Search-04,Increment-1,"Flight Search - 1 or more ADT, CHD and INF PTCs",I want the system to create and search offers for 1 or more ADT along with Child (CHD) and Infant (INF) passengers,"so that I can return accurate and complete offers for adult/ ADT, CHD, INF passenger(s)",,F1.1 - SC_F2_1//Search Criteria_Offer Search,"AY 20OCT: ok. With the assumption that all PTCs in use will be covered in next increment

",
US-Search-05,Increment-1,Flight Search - One Way (OW),I want the system to offer and search One-Way (OW) itineraries,So that I can provide customers with single-bound travel options.,"If a search is submitted, then the request must contain the passenger type and count, and validate that all required parameters (Origin, Destination, Passenger type and count, Travel date) are present.

If any required parameter is missing or invalid, then the system must return an appropriate error message to the user.

If the search criteria match available flights, then the system must return all suitable flight offers for the specified date; when no flights are found, a meaningful message must be displayed.",F1.1 - SC_F2_1//Search Criteria_Offer Search,"AY 20OCT UI should display  mandatory fields in addition to displaying errors when needed data is missing . 
Clarification of Day trip itineneraries is needed.
Assumption is that increment 2 will support multi-city scenarios

TCS 28Oct: Yes, UI will display missing madatory fields in error message. Multicity will be part of BPT2.

AY 25.11. OK. Please clarify the the Day trip itinerary.
TCS07DEC: A day trip itinerary is a detailed plan for a short trip that starts and ends on the same day.",
US-Search-06,Increment-1,Flight Search - Return (RT),II want the system to offer and search Return (RT) and Day Trip itineraries,So that I can provide customers with round-trip travel options.,,F1.1 - SC_F2_1//Search Criteria_Offer Search,"AY 20OCT Round trip should be selected by default.

TCS 28Oct: Noted and aligned.

AY 25.11 OK",
US-Search-07,Increment-1,Flight Search - PTC Discount code,I want to include a passenger type discount code during flight search,So that the system returns offers applicable to that PTC discount.,"If a discount code is entered against a Passenger Type Code (PTC), then the system must validate the discount code for the PTC. Refer

System provides an optional field to enter the discount code against PTC.",F1.1 - SC_F2_1//Search Criteria_Offer Search,"AY 20OCT Assumption is to automatically use special pricing based on PTC filing (ADT/CHD). In addition we need to have option to use different discound codes; AIR Discound codes, air promo codes and PTC codes.

TCS 28Oct: Yes, these are configurable.

AY 25.11. OK",
US-Search-08,Increment-1,Flight Search - 1 or max 3 CFFs applied,I want to include a specific Commercial Fare Family (CFF) in the search criteria ,So that I can only retrieve flight offers matching the fare family,"If the CFFs are included in the Search, then the system must apply the CFF logic and return relavant/ discounted fare familes; when not specified, all offers are returned by default.

Note: Maximum of 3 CFFs can be applied in the Search. Refer BR006",F1.1 - SC_F2_1//Search Criteria_Offer Search,"AY 20OCT Assumption is that seach can be done for economy, premium economy and business at the same time.
Pls confirm the data source for CFF, is it Fare expert? It has to be mapped with brand name when displayed in UI.

TCS 28Oct: Yes for search we are doing for economy, premium economy and business at the same time.
CFF is configurable in admin console.

For fare expert need to check with 1A.
1A: For fare expert Manisha/Prasad will check and confirm.
1A 06Nov (MS): The data source for CFF, is Fare expert. CFF code returned in shopping response is to be mapped to a meaningful brand code and displayed on UI.

AY 25.11. OK. Where is the mapping managed? In Admin UI?

TCS07DEC: Yes. It's managed in admin UI.",
US-Search-09,Increment-1,Flight Search - Frequent Flyer Number/ details,I want to capture frequent flyer program & number for each passengers before search and then initiate search,So that the system can retrieve personalized offers for eligible travelers,"If a frequent flyer number is provided, then the system must validate its format and retrieve personalized offers accordingly; when not provided, standard offers are shown. Refer",F1.1 - SC_F2_1//Search Criteria_Offer Search,"AY 20OCT What's included in validation? Tier and customer value also? In addition to personalized offers system needs to display offers based on tiers. What is included in personalization scenarios (TDNA and AAM)

TCS 28Oct:Only format validation is done for membership Id.  Need to check with 1A for personalization.
1A: TDNA is not part of MVP. Personalization is not part of BPT drop1. It is part part of drop2(which has to be planned after drop2).
Manisha will validate tier and customer value.
1A 06Nov (MS): Tier Level & Customer Value are included in the Offer validation.

AY 25.11. OK, that's the minimum for MVP.",
US-Offer-01,Increment-1,Offers - No Offers Found,I want the system to display message - when no offers are found for a given search criteria,So that I can inform to the customer,"If no matching flights are found, the system must include return message
 - ""No Offer found for given search criteria""",F1.2 - SC_F2_2//Display_offers,"AY 20OCT Return message should contain more specific information of the reason why nothing cannot be returned (flight full, no flights on specific day, any specific inventory related reason etc)

TCS 28Oct: Need to check with 1A for details info in Nevio response.
1A: UI will return error meesage based on API response. Ashwin will share error message list.
1A:AD:20NOV:Error messages shared in SharePoint. Link emailed.

AY 25.11. Thank you for the table of error messages. Coming back to request that the Return messages need to contain specific information in order to quide agent to update search criteria as expeted (e.g. ""Invalid or Incomplete request"", which is used in seval situations with different reasons).

TCS07DEC: Do we have different id for different messages and error should be meaningful.---Need to check with Savitha.
TCS&1A12DEC: Error messages are handled in CMS where airlines can customize error messages but this not part of admin UI.",
US-Offer-02,Increment-1,Offers - View Flight Details ,"I want the system to display detailed flight information, Cabin & Fare family details in the Offer/ bound",So that I can present travel options/ recommendations to customer,"If Offer are found, then flight details are presented to the agent must include 
- Date
- Departure time & Origin
- Arrival time & Destination
- Flight number,  Aircarft Type, Operating Carrier,...
- Trip Duration, Leg Duration, Leg Connecting time, Stop Over,...

Refer: FlightDetails",F1.2 - SC_F2_2//Display_offers,"AY 21OCT Terminal information, Arrival or connecting flights on next day ( +1) needs to be visible, Aircraft/Bus/Train as aircraft types, Marketing carrier, codeshare carrier, wetlease carrier, technical stop-overs.
Question related to DO entry returnging e.g. flight delay - which feature would cover that data. Could this  feature cover that data also.

TCS 28Oct: We are currently displaying  Terminal information, Arrival or connecting flights on next day ( +1), Aircraft type, Marketing carrier, codeshare carrier based on API response.
Product does not handle delay in the offer screen . Need to check with 1A.
1A: Flight informtion tool is planned for drop3.

 AY 25.11. OK",
US-Offer-03,Increment-1,Offers - View Cabin Details ,"I want to compare Cabin types with their respective details  - Prices, terms & conditions, services,..",So that agent can inform customers & help them to choose the most suitable one,"If Offer are found, then cabin details are presented to the agent must include
- Cabin Type: Economy, Premium Economy, Business, First Class (as configured by Airlines)
Each Cabin can contain multiple Fare Families (as per configuration)

If Cabin is sold-out
- Sold-Out indicator on the specific Cabin is shown for the Agent",F1.2 - SC_F2_2//Display_offers,AY 21OCT Ok,
US-Offer-04,Increment-1,Offers - View Fare Familes Details,"I want to compare Fare Family types with their respective details - Prices, terms & conditions, services,..",So that agent can inform customers & help them to choose the most suitable one,"If Offer are found, then Fare Family details are presented to the agent must include
- List of Fare Familes per Cabin: Eco Light, Eco Comfort, Eco Flex (as configured by Airlines)
- Amentites
- List of Services
- Terms & Conditions

If a Fare Family is sold-out
- Sold-Out indicator on the specific Fare family is shown for the Agent",F1.2 - SC_F2_2//Display_offers,"AY 21OCT ATPCO benefits and Full fare notes to be included. Full fare notes should be accessible, but no needed on ""default view"", can be hidden behind separate Tab.
Full Price per fare family should be displayed, tax and price breakdown can be expanded when needed.

TCS 28Oct: Yes. it is handled in seperate tab. 
Full Price per fare family should be displayed, tax and price breakdown can be expanded when needed.--> Noted and aligned.
AY 25.11. OK",
US-Offer-05,Increment-1,Offers - Included Service details per Offer,I want the system to display the list of services included in the Offer per Bound,So that agent can inform customers about what they are entitled to during their journey and help them make informed decisions.,"If Offer are found, then list of Service details are presented to the agent must include (Fare family contain list of entitled Services)
- Checked in Bags or Carry Bags
- Seat Selection
- Lounge, Meal,...

Note: Service details vary per PTC",F1.2 - SC_F2_2//Display_offers,"AY 21OCT Our expectation is to have ATPCO fare benefits displayed. 

TCS 28Oct: Need to discuss with 1A
1A: Fare benefits is part of Q3 bpt drop2.

AY 25.11. OK",
US-Offer-06,Increment-1,Offers - Amentities per Flight in the Offer,I want the system to display the list of Amentities or Special features included in the flight,,"If Offer are found, then list of Amenties details are presented to the agent must include per Flight
- Wifi, In Seat Power, ...",F1.2 - SC_F2_2//Display_offers,"AY 21OCT Pls clarify how this differs from previous use case (service details). Is the source different? 

TCS 28Oct: Sources is same .Amenities usually are the things available in the flight, like onboard entertainment, are meals available, something like this.. 
 
Services are specific, like baggage, wifi and so on.",
US-Offer-07,Increment-1,Offers - Terms & Conditions per Offer,I want the system to display the list of Terms & Conditions included/ associated with each flight Offer per Bound,So that agent can clearly communicate the fare rules to the customer and help them make informed decisions.,"If Offer are found, then list of Terms & Condition details are presented to the agent must include
- Change policies, Penalties
- Refund and cancellation policies
- No Show Policy
- Baggage Allowance
- Restrictions,...

Note: Terms & Conditions can vary per PTC","F1.25 - SC_F2_33//Terms_&_Conditions/_Fare_Rules__31,_33,_5,_6,_7","AY 21OCT ATPCO benefits and Full fare notes to be included. Full fare notes should be accessible, but no needed on ""default view"", can be hidden behind separate Tab.

TCS 28Oct: Yes. it is handled in seperate tab.",
US-Offer-08,Backlog,Offers - Access detailed Fare rules & benefits/ Mini-Rules,"I want the system to provide access to the detailed fare rules/ condition/ mini-rules will display benefits details for the agent
F1.86 - Fare rules [TODO]
F1.32 - Mini rules [TODO]",So that access to comprehensive fare rules ensures accurate information can be provided to customers.,"For each flight offer, the system must provide a mechanism (e.g., a link or button) to access the detailed fare rules as provided by the airline.",F1.2 - SC_F2_2//Display_offers,"AY 21OCT ATPCO benefits and Full fare notes to be included. Full fare notes should be accessible, but no needed on ""default view"", can be hidden behind separate Tab.

TCS 28Oct: Yes. it is handled in seperate tab.",
US-Offer-09,Increment-1,Offers - View Multiple Offers,I want the system to display multiple flight Offers,So that agent can compare and inform customers and help them make informed decisions,"Comparision in a tabular format showing
- Flight times, Duration, Fare details, Prices,….",F1.2 - SC_F2_2//Display_offers,"AY 21OCT Comparison should return all cabins and all fare families. By default it should display economy (if not otherwise searched) and having possibility to change to premium economy or business comparison.

TCS 28Oct: Yes we can do that.",
US-Offer-10,Increment-1,Offers - Limited Seats,I want the system to display limited seats indicator ,So that agent inform customers and help them make quicker decisions,"If seat availability is low, then an indicator with the available seats is displayed",F1.2 - SC_F2_2//Display_offers,AY 21OCT OK,
US-Offer-11,Increment-1,Offers - Stop Over Information,I want the system to return flight stop over information for a multi-leg bound,So that agent can clearly communicate leg break details to the customer,"If Offer has a multiple flight legs details are presented to the agent must include
- Stop overs details: Connecting time, Leg Duration, Trip Duration,...",F1.2 - SC_F2_2//Display_offers,"AY 21OCT Terminal, Indication if connection from different airport (eg NRT/HND)

TCS28Oct: Currently, we are displaying terminal info based on API response.
Action on AY:  Need sample O&D to test.

AY 25.11. Please see the example below:
RP/HELAY0109/
  1  AY 073 J 10MAR 2 HELNRT HK1  1645    1745 1410+1 359 E 0 HC
     INT TRANSIT VIA TOKYO NRT MUST BE ON THE SAME DAY
     SEE RTSVC
  2  JL 051 J 11MAR 3 HNDSYD HK1       3  1915 0650+1 773 E 0 M
     SEE RTSVC

FXR
01 P1
ITINERARY REBOOKED
LAST TKT DTE 10MAR26
------------------------------------------------------------
     AL FLGT  BK T DATE  TIME  FARE BASIS      NVB  NVA   BG
 HEL
XTYO AY    73 D *D 10MAR 1745  DNN0S9CZ                   2P
 SYD JL    51 D *D 11MAR 1915  DNN0S9CZ                   2P

EUR  4492.00      10MAR26HEL AY X/TYO JL SYD5240.92NUC
                  5240.92END ROE0.857101
EUR   142.47-YQ   XT EUR 6.27-DQ EUR 12.31-FI EUR 0.90-XU
EUR     3.30-YQ   EUR 16.39-SW EUR 3.73-WG EUR 21.00-WY
EUR    60.60-XT
EUR  4698.37",
US-Offer-12,Increment-1,Offers - Next Day Arrivals,I want the system to inform when a flight arrives on the next calendar day,So that agent can clearly inform customer about the next day arrival,"For flights that arrive on the next calendar day 
- Indicate with +1 or time (+1)",F1.2 - SC_F2_2//Display_offers,AY 21OCT OK,
US-Offer-13,Increment-1,Offers - Overnight Layovers,I want the system to inform when a flight includes an overnight layover,So that the customer can consider Airport hotel accomodations,"For connecting flights with Overnight layovers
- Provide an Indicator",F1.2 - SC_F2_2//Display_offers,AY 21OCT OK,
US-Offer-14,Increment-1,Offers - Total Price,I want the system to clearly display total price for each flight offer,So that agent can clearly  inform customer about the total price,,F1.2 - SC_F2_2//Display_offers,AY 21OCT OK,
US-Offer-15,Increment-1,Offers - Breakdown of Fare Components,"I want the system to display a detailed breakdown of each fare component in the flight offer per PTC
",So that agent can transparently communicate pricing structure to customers,"The system shall display price breakdown details for each flight Offer.
Break down includes:
Base Fare, Taxes, Fees, Surcharges ,...

All amounts should be shown in the currency used for pricing. 

Note: Fare Components & Prices vary per PTC",F1.7 - SC_F2_7//Fair Breakdown,AY 21OCT OK,
US-Offer-16,Increment-1,Offers - Tax Breakdown,"I want the system to show a breakdown of the fare, taxes, VAT, GST and surcharges for each flight offer",So that agent can transparently  communicate tax breakdown to helps customers understand the different charges.,"For each flight offer, the system must display a detailed breakdown showing the  the amount of taxes, and the amount of any surcharges.

Note: Taxes vary per PTC",F1.7 - SC_F2_7//Fair Breakdown,AY 21OCT OK,
US-Offer-17,Increment-1,Offers - How many Paxs are being priced,I want to know how many passengers are being priced and how total fare is calculated,"System generated accurate fare quotes, tax calculations based on the PTC and count","The system must display
- Number of Passenger & PTCs
- Fare per PTC
- Combined Total for all Passenger

Any discounts (Infants, Child discount,…) must be also listed",F1.2 - SC_F2_2//Display_offers,AY 21OCT OK,
US-Offer-18,Increment-1,Offers - Discount Code (ADT - MIL),I want the system to display if any discount applied to the flight Offer based on the PTC discount code,So that special fares  can be applies during search,"The system must display
- Discount amount or percentage
- Discount must appear as a separate line in the price breakdown",F1.2 - SC_F2_2//Display_offers,"AY 21OCT Same should apply to other discounts that applies (e.g. codes, air promo codes etc)
 
TCS29Oct: Yes, discounts are applied on  nevio API. product  will show that in our UI.",
US-Offer-19,Backlog,Offers - Miles info,I want to see and compare how many miles customer will earn for a specific flight offer,So that customer can choose the most rewarding fare ,The system will display miles/ points earned based on Fare family,F1.2 - SC_F2_2//Display_offers,"AY 21OCT Is this available in MVP? 

TCS29Oct: Miles information is not available in MVP.

AY 25.11. OK to have it in later phase.",
US-Offer-20,Backlog,Offers - Change Currency (for Display only or Sell?),I want the system to allow me to change the displayed currency of the flight offers (as per configuration),So that agent can present prices in the customer's preferred currency,"The system must provide an option to change the displayed currency from a list of currencies configured for the Point of Sale. 
The flight offer prices must be updated to the selected currency.",F1.2 - SC_F2_2//Display_offers,"AY 21OCT Ability to select any currency is needed, not only based on Point of sale. 
Clarification is needed if point of sale equals with PSS Office ID? 
As Each point of sale has only 1 currency defined. If the country site is selected, does the default currency be given based on that selection?
To be confirmed, if there is also a need to select office IDs because of payment done in PSS in the beginning of Nevio UI usage.
Our requirement is to have capability to select point of sale in the beginning or in later (any) phase of booking flow without interrupting the booking flow. Currency in use should be updated accordingly.

TCS29Oct: This is backlog item. we will give more information when we take it for development.",
US-Offer-21,Backlog,Offers - Offer Time Limit,I want the system to display an Offer time limit/ Expiration counter or the validity time for each flight offer ,So that agent can inform the customer how long the quoted price is guaranteed.,"For each flight offer, the system must display either a countdown timer indicating the remaining time the offer is valid or a specific date and time by which the offer expires.",F1.2 - SC_F2_2//Display_offers,"AY 24OCT Pls clarify the process with timer. In which step the timer starts? Should it be after selecting the offer and adding it to cart instead of this step?

TCS29Oct: This is backlog item. Currently, API does not support this.",
